SceneIndex,name,file_name,game_name,condition,env,type,occluder,Difficulty,Camera
6,4e157e7e6b06e8feeac0c86f0f080db71825ae098aa051533a1ee629f3182bc8,Videos/4e157e7e6b06e8feeac0c86f0f080db71825ae098aa051533a1ee629f3182bc8.mp4,CameraSolidity,solidity,BasicLevel_0,2_Impossible,None,Easy,Moving
6,163b62fb148e95950d257ee23178e333a256c475089c2c4609951d8e19e74c0e,Videos/163b62fb148e95950d257ee23178e333a256c475089c2c4609951d8e19e74c0e.mp4,CameraSolidity,solidity,BasicLevel_0,2_Possible,None,Easy,Moving
7,fc19ad3c022c299c68d53a8b371ea3f2cded015e9cde3cc03cb956040dc55db1,Videos/fc19ad3c022c299c68d53a8b371ea3f2cded015e9cde3cc03cb956040dc55db1.mp4,JumpSolidity,solidity,BasicLevel_0,1_Possible,None,Easy,Moving
7,5c410a1c858a05b412f62aad58894fbd180e9ab8aaaacfe1436df6bb81788d79,Videos/5c410a1c858a05b412f62aad58894fbd180e9ab8aaaacfe1436df6bb81788d79.mp4,JumpSolidity,solidity,BasicLevel_0,1_Impossible,None,Easy,Moving
7,969f354237e2a20392eadd36cf0b48f574ba964d9195b8a1aab712a76fec6a8d,Videos/969f354237e2a20392eadd36cf0b48f574ba964d9195b8a1aab712a76fec6a8d.mp4,JumpSolidity,solidity,BasicLevel_0,2_Impossible,None,Easy,Moving
7,4290feb21f1611ac1661ec65a23187f1ef61740f7ec75a5f172c10c7e149c05d,Videos/4290feb21f1611ac1661ec65a23187f1ef61740f7ec75a5f172c10c7e149c05d.mp4,JumpSolidity,solidity,BasicLevel_0,2_Possible,None,Easy,Moving
8,e42b33f945f285935a95ab955d720d063d0a32123b58b98aef7a59e6b1a8c615,Videos/e42b33f945f285935a95ab955d720d063d0a32123b58b98aef7a59e6b1a8c615.mp4,Box,permanence,BasicLevel_0,2_Possible,SM_01WoodBox_A,Easy,Moving
8,96e30cf2317932d7d7cfba412b5e0679b78e0f2b787739c29a937ddc2423d0a0,Videos/96e30cf2317932d7d7cfba412b5e0679b78e0f2b787739c29a937ddc2423d0a0.mp4,Box,permanence,BasicLevel_0,1_Possible,SM_01WoodBox_A,Easy,Moving
8,684b9f99732f79069c7786ff3d8e53bd5aaa1e83ae9b37d0e1cf9c6d99b08ef3,Videos/684b9f99732f79069c7786ff3d8e53bd5aaa1e83ae9b37d0e1cf9c6d99b08ef3.mp4,Box,permanence,BasicLevel_0,1_Impossible,SM_01WoodBox_A,Easy,Moving
8,21e5de54721838ff9a07daada0c79230bcb22420234b9d70c6aa48b88571f761,Videos/21e5de54721838ff9a07daada0c79230bcb22420234b9d70c6aa48b88571f761.mp4,Box,permanence,BasicLevel_0,2_Impossible,SM_01WoodBox_A,Easy,Moving
9,abcd8b553e38c7c5a05a86b771c1fe2c9005ff8b485c5ab2020a242886a26f9d,Videos/abcd8b553e38c7c5a05a86b771c1fe2c9005ff8b485c5ab2020a242886a26f9d.mp4,Box,immutability,BasicLevel_0,1_Possible,SM_01WoodBox_A,Easy,Moving
9,8d74bb344adc2e582df68bcf21fcb9d2ae47f484c9d92c5907c5a2daa85db4fe,Videos/8d74bb344adc2e582df68bcf21fcb9d2ae47f484c9d92c5907c5a2daa85db4fe.mp4,Box,immutability,BasicLevel_0,2_Possible,SM_01WoodBox_A,Easy,Moving
9,7168749838a76a514fa140138d252de037f1ebb25c50809afb6e328766a5ff4e,Videos/7168749838a76a514fa140138d252de037f1ebb25c50809afb6e328766a5ff4e.mp4,Box,immutability,BasicLevel_0,1_Impossible,SM_01WoodBox_A,Easy,Moving
9,225d3badbe1a02495f58e7fc8fa6321e2cfbd8e6215cdf8e0f94390c4a8f7652,Videos/225d3badbe1a02495f58e7fc8fa6321e2cfbd8e6215cdf8e0f94390c4a8f7652.mp4,Box,immutability,BasicLevel_0,2_Impossible,SM_01WoodBox_A,Easy,Moving
10,28440beabcd7b5a0476b0b3ea4d5c10e295eddf42e5941cd90b65cadd593a5ec,Videos/28440beabcd7b5a0476b0b3ea4d5c10e295eddf42e5941cd90b65cadd593a5ec.mp4,Box,continuity,BasicLevel_0,1_Possible,SM_01WoodBox_A,Easy,Moving
10,e0dd13aeacf3f30b78c40a2679a62506689076e7c113d4fe8828526db6a457e5,Videos/e0dd13aeacf3f30b78c40a2679a62506689076e7c113d4fe8828526db6a457e5.mp4,Box,continuity,BasicLevel_0,1_Impossible,SM_01WoodBox_A,Easy,Moving
10,49056641df4414553141b72e44600d1fb39aef681b41902da49660035da5304c,Videos/49056641df4414553141b72e44600d1fb39aef681b41902da49660035da5304c.mp4,Box,continuity,BasicLevel_0,2_Impossible,SM_01WoodBox_A,Easy,Moving
10,4cbfcd331842209edf70dba8640c9d7ed76584f6ed3ac339168a1f0d1bd1e890,Videos/4cbfcd331842209edf70dba8640c9d7ed76584f6ed3ac339168a1f0d1bd1e890.mp4,Box,continuity,BasicLevel_0,2_Possible,SM_01WoodBox_A,Easy,Moving
11,bbd0ca4a4c71b8b2c8e4b87b2a2741eb33e0f3eaab7d5ddc63e9a349ce163157,Videos/bbd0ca4a4c71b8b2c8e4b87b2a2741eb33e0f3eaab7d5ddc63e9a349ce163157.mp4,MovingAroundOccluder,permanence,BasicLevel_0,2_Possible,SM_01WoodBox_A,Easy,Moving
11,74eb28d52933a98889f871249380dd6eea5217a73260341006335ab61a97e831,Videos/74eb28d52933a98889f871249380dd6eea5217a73260341006335ab61a97e831.mp4,MovingAroundOccluder,permanence,BasicLevel_0,1_Possible,SM_01WoodBox_A,Easy,Moving
11,a9457e1fb4092a4ddfb561cf90e5d991c05464258f17b64f4c2d84935833758c,Videos/a9457e1fb4092a4ddfb561cf90e5d991c05464258f17b64f4c2d84935833758c.mp4,MovingAroundOccluder,permanence,BasicLevel_0,1_Impossible,SM_01WoodBox_A,Easy,Moving
11,c870666928015a43934371fca488caa9e712e4219a00c29800fa6edadfa7735a,Videos/c870666928015a43934371fca488caa9e712e4219a00c29800fa6edadfa7735a.mp4,MovingAroundOccluder,permanence,BasicLevel_0,2_Impossible,SM_01WoodBox_A,Easy,Moving
12,8558d9be4c612523fe853a23ab74473c65c382f28fa1482f7a83d7ba34a3c6ff,Videos/8558d9be4c612523fe853a23ab74473c65c382f28fa1482f7a83d7ba34a3c6ff.mp4,MovingAroundOccluder,immutability,BasicLevel_0,1_Possible,SM_01WoodBox_A,Easy,Moving
12,311fc90782be48de3fe2b44efc6716647d372a05a87a758409b3fa5d76d65d10,Videos/311fc90782be48de3fe2b44efc6716647d372a05a87a758409b3fa5d76d65d10.mp4,MovingAroundOccluder,immutability,BasicLevel_0,2_Possible,SM_01WoodBox_A,Easy,Moving
12,4cdc5bf99ec0d7fbecec9614cfb8a8f04a3b9b491d9f1da66470e21d343ce2a5,Videos/4cdc5bf99ec0d7fbecec9614cfb8a8f04a3b9b491d9f1da66470e21d343ce2a5.mp4,MovingAroundOccluder,immutability,BasicLevel_0,1_Impossible,SM_01WoodBox_A,Easy,Moving
12,6fb0d3fee8e1a25fc406c6ab7b110721069d356215ccad6dc4a4d30a92530edd,Videos/6fb0d3fee8e1a25fc406c6ab7b110721069d356215ccad6dc4a4d30a92530edd.mp4,MovingAroundOccluder,immutability,BasicLevel_0,2_Impossible,SM_01WoodBox_A,Easy,Moving
13,bb710c8543f5e3178fca298e295a89b638ad7234d82034c1c728673a141cef56,Videos/bb710c8543f5e3178fca298e295a89b638ad7234d82034c1c728673a141cef56.mp4,MovingAroundOccluder,continuity,BasicLevel_0,1_Possible,SM_01WoodBox_A,Easy,Moving
13,d3cbe2f5a0487cd2f61a63fbae84ba1f28f19d70d2f5c2119edb68d008bcce3d,Videos/d3cbe2f5a0487cd2f61a63fbae84ba1f28f19d70d2f5c2119edb68d008bcce3d.mp4,MovingAroundOccluder,continuity,BasicLevel_0,2_Possible,SM_01WoodBox_A,Easy,Moving
13,0f2090fd303ce208cf711e45d1ef8ba63155f0653a6cedfc095590c6985d24ff,Videos/0f2090fd303ce208cf711e45d1ef8ba63155f0653a6cedfc095590c6985d24ff.mp4,MovingAroundOccluder,continuity,BasicLevel_0,1_Impossible,SM_01WoodBox_A,Easy,Moving
13,79a01a7f88a41cf5f87a3a8881062981a04a6fe0431354fef9fad6ac67723b8d,Videos/79a01a7f88a41cf5f87a3a8881062981a04a6fe0431354fef9fad6ac67723b8d.mp4,MovingAroundOccluder,continuity,BasicLevel_0,2_Impossible,SM_01WoodBox_A,Easy,Moving
14,c0d5fe94e25bc6ea8026ce68d40c0b4a528d1d6999d6e7df4911d83cd8ce64c0,Videos/c0d5fe94e25bc6ea8026ce68d40c0b4a528d1d6999d6e7df4911d83cd8ce64c0.mp4,JailStone,permanence,BasicLevel_0,2_Possible,None,Easy,Moving
14,6de8d0db1b8b014c262b1c9da42ed7d58153d8bda0bddd165a3a2a12707d5959,Videos/6de8d0db1b8b014c262b1c9da42ed7d58153d8bda0bddd165a3a2a12707d5959.mp4,JailStone,permanence,BasicLevel_0,1_Possible,None,Easy,Moving
14,2489616b901eae5f65c1da0307dfa62bb3fa5ce8a9b4c02223f747afdac45496,Videos/2489616b901eae5f65c1da0307dfa62bb3fa5ce8a9b4c02223f747afdac45496.mp4,JailStone,permanence,BasicLevel_0,1_Impossible,None,Easy,Moving
14,07b108e502b0e889ae06c0ae4fe476860292957548f431216db3ef258815797d,Videos/07b108e502b0e889ae06c0ae4fe476860292957548f431216db3ef258815797d.mp4,JailStone,permanence,BasicLevel_0,2_Impossible,None,Easy,Moving
15,ac3133d6c700806598ebefbd4119677fa5d3560c24ef1672c44bef1829bc960f,Videos/ac3133d6c700806598ebefbd4119677fa5d3560c24ef1672c44bef1829bc960f.mp4,JailStone,immutability,BasicLevel_0,1_Possible,None,Easy,Moving
15,b5fa4e5e9749238f2179df4a8ff0449f3ab5ea8d75e8ca6e8189946b35de0408,Videos/b5fa4e5e9749238f2179df4a8ff0449f3ab5ea8d75e8ca6e8189946b35de0408.mp4,JailStone,immutability,BasicLevel_0,2_Possible,None,Easy,Moving
15,944940a7c8bfd05ffc2af92d3e5c9fbdceb946e89a7f0871d7b4721c6c5a26d3,Videos/944940a7c8bfd05ffc2af92d3e5c9fbdceb946e89a7f0871d7b4721c6c5a26d3.mp4,JailStone,immutability,BasicLevel_0,1_Impossible,None,Easy,Moving
15,9394be6aeca3e7314c4330199dcecb2596fe36690ad11ab9be0e641660fdc75c,Videos/9394be6aeca3e7314c4330199dcecb2596fe36690ad11ab9be0e641660fdc75c.mp4,JailStone,immutability,BasicLevel_0,2_Impossible,None,Easy,Moving
16,be3111c6d9416877cad0bef2e98cf2220b6c6898507185da0b66adfe66ca4452,Videos/be3111c6d9416877cad0bef2e98cf2220b6c6898507185da0b66adfe66ca4452.mp4,JailStone,continuity,BasicLevel_0,1_Possible,None,Easy,Moving
16,0e9e5372d8d1b2240817eb2fa7e059672e30483f8428b7701317c91b26bfc7aa,Videos/0e9e5372d8d1b2240817eb2fa7e059672e30483f8428b7701317c91b26bfc7aa.mp4,JailStone,continuity,BasicLevel_0,2_Possible,None,Easy,Moving
16,fc6d6f47a1b4e3cfa208bafc429bb23b3a56da5b0532efc49a13c1d440b5298f,Videos/fc6d6f47a1b4e3cfa208bafc429bb23b3a56da5b0532efc49a13c1d440b5298f.mp4,JailStone,continuity,BasicLevel_0,1_Impossible,None,Easy,Moving
16,d2afa07b55b58b0b1e1966577633c81dafb422c22e7f1fabc52732735c753235,Videos/d2afa07b55b58b0b1e1966577633c81dafb422c22e7f1fabc52732735c753235.mp4,JailStone,continuity,BasicLevel_0,2_Impossible,None,Easy,Moving
17,8ad6ed8bf5c3386ce620c8d96c15ef3c4b5dd728f915559fda23d18742687278,Videos/8ad6ed8bf5c3386ce620c8d96c15ef3c4b5dd728f915559fda23d18742687278.mp4,RotatingCup,permanence,BasicLevel_0,2_Possible,None,Easy,Fixed
17,69cf2d9aa1fd7303fd27311c96be23fbb5dd29d890ceab94fb2ffc952659e32f,Videos/69cf2d9aa1fd7303fd27311c96be23fbb5dd29d890ceab94fb2ffc952659e32f.mp4,RotatingCup,permanence,BasicLevel_0,1_Possible,None,Easy,Fixed
17,88123fcc3ef5971b156ed026707ead4362b53fb8e18fc31120630cc59c9d9eee,Videos/88123fcc3ef5971b156ed026707ead4362b53fb8e18fc31120630cc59c9d9eee.mp4,RotatingCup,permanence,BasicLevel_0,1_Impossible,None,Easy,Fixed
17,15e9752d30b5cefa0c2be82fbd16af86d8ef856f11599360e14c92be43ba4335,Videos/15e9752d30b5cefa0c2be82fbd16af86d8ef856f11599360e14c92be43ba4335.mp4,RotatingCup,permanence,BasicLevel_0,2_Impossible,None,Easy,Fixed
18,42f17bdf4c0bc47dd69b9fd6b0b9b39ba5854c1ecf79b5942ae994ab6c27947a,Videos/42f17bdf4c0bc47dd69b9fd6b0b9b39ba5854c1ecf79b5942ae994ab6c27947a.mp4,RotatingCup,immutability,BasicLevel_0,1_Possible,None,Easy,Fixed
18,1c4a5d80e8d2884dd28288852222dd1c7311102cb9fc9606a6f40a805802d917,Videos/1c4a5d80e8d2884dd28288852222dd1c7311102cb9fc9606a6f40a805802d917.mp4,RotatingCup,immutability,BasicLevel_0,2_Possible,None,Easy,Fixed
18,fcfc2737ddd12c2829b2eb7e09977cfc5694d084dc893fb04d11f47aedcf62e7,Videos/fcfc2737ddd12c2829b2eb7e09977cfc5694d084dc893fb04d11f47aedcf62e7.mp4,RotatingCup,immutability,BasicLevel_0,1_Impossible,None,Easy,Fixed
18,1093b06dd91b190bb3ab82dcf04b13e049fb3e4ba15a93e97f914522895c784f,Videos/1093b06dd91b190bb3ab82dcf04b13e049fb3e4ba15a93e97f914522895c784f.mp4,RotatingCup,immutability,BasicLevel_0,2_Impossible,None,Easy,Fixed
19,d62b063856a3971c7c8e745d5a767853b36e0c0e42c1f01fd0702ba1fa06937c,Videos/d62b063856a3971c7c8e745d5a767853b36e0c0e42c1f01fd0702ba1fa06937c.mp4,RotatingCup,continuity,BasicLevel_0,1_Possible,None,Easy,Fixed
19,b6f4fec72d104937b74971714b52e7fc363c3066b284e0410a5749d3c796bbde,Videos/b6f4fec72d104937b74971714b52e7fc363c3066b284e0410a5749d3c796bbde.mp4,RotatingCup,continuity,BasicLevel_0,1_Impossible,None,Easy,Fixed
19,14e890b24d1d9b891e22bf20bf5cdab37c43362bd2334ff8f9d96e1329b5dac4,Videos/14e890b24d1d9b891e22bf20bf5cdab37c43362bd2334ff8f9d96e1329b5dac4.mp4,RotatingCup,continuity,BasicLevel_0,2_Impossible,None,Easy,Fixed
19,19c71d123e53a3ab2f3f65ded20e927a5bd5f0eada5abee6af15cd7dc52e4e92,Videos/19c71d123e53a3ab2f3f65ded20e927a5bd5f0eada5abee6af15cd7dc52e4e92.mp4,RotatingCup,continuity,BasicLevel_0,2_Possible,None,Easy,Fixed
20,51c4ce467dc5934bc65d82e9e9c1e51cb665e68ad09c3f090634bc1e592a1cab,Videos/51c4ce467dc5934bc65d82e9e9c1e51cb665e68ad09c3f090634bc1e592a1cab.mp4,HotAirBallon,permanence,BasicLevel_0,2_Possible,None,Easy,Fixed
20,c2a806e6b3de42f993ada8ba897ac6979889633ebf07a8b57f4855652135b16b,Videos/c2a806e6b3de42f993ada8ba897ac6979889633ebf07a8b57f4855652135b16b.mp4,HotAirBallon,permanence,BasicLevel_0,1_Possible,None,Easy,Fixed
20,4e811c6024c49bc9bc6e23cce4ef172542ad4150b6137dc512aedb1e1c5e1b5f,Videos/4e811c6024c49bc9bc6e23cce4ef172542ad4150b6137dc512aedb1e1c5e1b5f.mp4,HotAirBallon,permanence,BasicLevel_0,1_Impossible,None,Easy,Fixed
20,cf71f0e3ceb507cb034ca20bba5c2097b7972501de46a50350215b79a5e5c0fa,Videos/cf71f0e3ceb507cb034ca20bba5c2097b7972501de46a50350215b79a5e5c0fa.mp4,HotAirBallon,permanence,BasicLevel_0,2_Impossible,None,Easy,Fixed
21,13da28398342da0354df0f9335f4b3db6e8c38f403220592fc185837d01bc5e9,Videos/13da28398342da0354df0f9335f4b3db6e8c38f403220592fc185837d01bc5e9.mp4,HotAirBallon,immutability,BasicLevel_0,1_Possible,None,Easy,Fixed
21,600caba51ba5d4f81469e66fb75c92e9273df62efd815cbfe82fc9a3945382ae,Videos/600caba51ba5d4f81469e66fb75c92e9273df62efd815cbfe82fc9a3945382ae.mp4,HotAirBallon,immutability,BasicLevel_0,2_Possible,None,Easy,Fixed
21,d289eabae63c9872df1cd4be08e2ed59ec2da6ca9a92b7376d9bb54b2c161ab1,Videos/d289eabae63c9872df1cd4be08e2ed59ec2da6ca9a92b7376d9bb54b2c161ab1.mp4,HotAirBallon,immutability,BasicLevel_0,1_Impossible,None,Easy,Fixed
21,883397d3aa3ab0615a2229516d2fefb5219c86d995551ff42488c8af9e230401,Videos/883397d3aa3ab0615a2229516d2fefb5219c86d995551ff42488c8af9e230401.mp4,HotAirBallon,immutability,BasicLevel_0,2_Impossible,None,Easy,Fixed
22,01a4f78a7964727b4b9c5c4203ba1351e4d405f6275aa608136a888054822b9a,Videos/01a4f78a7964727b4b9c5c4203ba1351e4d405f6275aa608136a888054822b9a.mp4,HotAirBallon,continuity,BasicLevel_0,1_Possible,None,Easy,Fixed
22,7b707c866efa88d469e7dad259d3872b6313069870498fd8d0571e29dc77d39a,Videos/7b707c866efa88d469e7dad259d3872b6313069870498fd8d0571e29dc77d39a.mp4,HotAirBallon,continuity,BasicLevel_0,1_Impossible,None,Easy,Fixed
22,18558cbd791dff4a4f16a465e7c88f9f4295ef5d23c7d6a258ffd9726074e7ae,Videos/18558cbd791dff4a4f16a465e7c88f9f4295ef5d23c7d6a258ffd9726074e7ae.mp4,HotAirBallon,continuity,BasicLevel_0,2_Impossible,None,Easy,Fixed
22,b422a01f841b889e584bb9fc604ac252a550e94557730d27658430bcf5fcee4a,Videos/b422a01f841b889e584bb9fc604ac252a550e94557730d27658430bcf5fcee4a.mp4,HotAirBallon,continuity,BasicLevel_0,2_Possible,None,Easy,Fixed
23,3090638b5ea837b8ac5798338a1626a3c325b1203b89fef515da6bee2d84e0f7,Videos/3090638b5ea837b8ac5798338a1626a3c325b1203b89fef515da6bee2d84e0f7.mp4,SphereFallingDown,permanence,BasicLevel_0,2_Possible,None,Easy,Fixed
23,b12944af215c324b3a9d22fe5c173678a0c732ff35fed317bfd17619857ce4c0,Videos/b12944af215c324b3a9d22fe5c173678a0c732ff35fed317bfd17619857ce4c0.mp4,SphereFallingDown,permanence,BasicLevel_0,1_Possible,None,Easy,Fixed
23,629ecf48de259094eae1680bd3d2d4481f6f64a20dab082ffac592e1da03e9ef,Videos/629ecf48de259094eae1680bd3d2d4481f6f64a20dab082ffac592e1da03e9ef.mp4,SphereFallingDown,permanence,BasicLevel_0,1_Impossible,None,Easy,Fixed
23,410cc77b8c42ffa0eef130e3e9836d92bc939216fc96dec092cc0bb846747aee,Videos/410cc77b8c42ffa0eef130e3e9836d92bc939216fc96dec092cc0bb846747aee.mp4,SphereFallingDown,permanence,BasicLevel_0,2_Impossible,None,Easy,Fixed
24,c92fb5f457181fb1cde5d6b58c4d961a91eab106f3f3158c8f0f2c50b5813f86,Videos/c92fb5f457181fb1cde5d6b58c4d961a91eab106f3f3158c8f0f2c50b5813f86.mp4,SphereFallingDown,immutability,BasicLevel_0,1_Possible,None,Easy,Fixed
24,3d7737fad31ab6351baf9f7ee65b60d520ec0bab2b63886739555dc5bc259936,Videos/3d7737fad31ab6351baf9f7ee65b60d520ec0bab2b63886739555dc5bc259936.mp4,SphereFallingDown,immutability,BasicLevel_0,2_Possible,None,Easy,Fixed
24,1e7ec8c33e5a49f95f418d1ef119ddc8f116ae2fc9af0a6ee5651770c3fc80b7,Videos/1e7ec8c33e5a49f95f418d1ef119ddc8f116ae2fc9af0a6ee5651770c3fc80b7.mp4,SphereFallingDown,immutability,BasicLevel_0,1_Impossible,None,Easy,Fixed
24,b23a9b5a42357a7c0adc7a146ff90b434308cedeeaa0eb652439182f12450665,Videos/b23a9b5a42357a7c0adc7a146ff90b434308cedeeaa0eb652439182f12450665.mp4,SphereFallingDown,immutability,BasicLevel_0,2_Impossible,None,Easy,Fixed
25,922472d7f270f44deaaef4ee42b12d8e69bd2cc2fcb4d9840c926ac4cb540764,Videos/922472d7f270f44deaaef4ee42b12d8e69bd2cc2fcb4d9840c926ac4cb540764.mp4,SphereFallingDown,continuity,BasicLevel_0,1_Possible,None,Easy,Fixed
